Index,TimeDiff(ms)
0,1,2,3,4,5,6,
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.720896,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.720896,0.196608,0.131072,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.720896,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.131072,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.131072,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.262144,0.065536,0.065536,0.524288,0.065536,0
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.589824,0.065536,0.065536
0.65536,0.262144,0.065536,0.065536,0.524288,0.131072,0
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.65536,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
0.720896,0.196608,0.065536,0.065536,0.524288,0.065536,0.065536
